book of knowledge,encyclopedia,reference book,book,publication
stock-index futures,futures contract,derivative instrument,legal document,document
parts inventory,inventory,list,database,information
alphabet,character set,list,database,information
alphanumerics,character set,list,database,information
scholium,marginalia,note,written record,record
aide-memoire,memo,note,written record,record
ASCII text file,text file,computer file,file,record
day return,round-trip ticket,ticket,commercial document,document
adhesion contract,contract,written agreement,agreement,statement
aleatory contract,contract,written agreement,agreement,statement
bilateral contract,contract,written agreement,agreement,statement
conditional contract,contract,written agreement,agreement,statement
cost-plus contract,contract,written agreement,agreement,statement
gambling contract,contract,written agreement,agreement,statement
marriage contract,contract,written agreement,agreement,statement
output contract,contract,written agreement,agreement,statement
purchase contract,contract,written agreement,agreement,statement
quasi contract,contract,written agreement,agreement,statement
requirements contract,contract,written agreement,agreement,statement
sealed instrument,contract,written agreement,agreement,statement
service contract,contract,written agreement,agreement,statement
severable contract,contract,written agreement,agreement,statement
subcontract,contract,written agreement,agreement,statement
articles of agreement,contract,written agreement,agreement,statement
concession,contract,written agreement,agreement,statement
labor contract,contract,written agreement,agreement,statement
employment contract,contract,written agreement,agreement,statement
distribution agreement,contract,written agreement,agreement,statement
licensing agreement,contract,written agreement,agreement,statement
merger agreement,contract,written agreement,agreement,statement
sale in gross,contract,written agreement,agreement,statement
legislation,civil law,law,collection,group
consent decree,decree,act,legal document,document
decree nisi,decree,act,legal document,document
divestiture,court order,writ,legal document,document
imperial decree,decree,act,legal document,document
legal separation,decree,act,legal document,document
programma,decree,act,legal document,document
muniments,title deed,deed,legal document,document
search warrant,warrant,writ,legal document,document
bench warrant,warrant,writ,legal document,document
death warrant,warrant,writ,legal document,document
on-license,liquor license,license,legal document,document
gag order,court order,writ,legal document,document
garnishment,court order,writ,legal document,document
fair-trade act,legislative act,act,legal document,document
Stamp Act,legislative act,act,legal document,document
enabling act,legislative act,act,legal document,document
Foreign Intelligence Surveillance Act,legislative act,act,legal document,document
special act,legislative act,act,legal document,document
decision table,multidimensional language,programming language,artificial language,language
flow chart,multidimensional language,programming language,artificial language,language
logic diagram,multidimensional language,programming language,artificial language,language
machine readable dictionary,lexical database,electronic database,database,information
wordnet,lexical database,electronic database,database,information
Maxwell's equations,differential equation,equation,mathematical statement,statement
partial differential equation,differential equation,equation,mathematical statement,statement
Schrodinger equation,differential equation,equation,mathematical statement,statement
wave equation,differential equation,equation,mathematical statement,statement
neural network,computer architecture,specification,description,statement
cause of action,claim,assertion,declaration,statement
dibs,claim,assertion,declaration,statement
reassertion,avowal,assertion,declaration,statement
syncategorem,word,language unit,part,relation
major premise,premise,postulate,proposition,statement
minor premise,premise,postulate,proposition,statement
thesis,premise,postulate,proposition,statement
doublespeak,evasion,misrepresentation,falsehood,statement
quibble,evasion,misrepresentation,falsehood,statement
commercial treaty,treaty,written agreement,agreement,statement
binary numeration system,positional notation,numeration system,mathematical notation,notation
octal numeration system,positional notation,numeration system,mathematical notation,notation
decimal numeration system,positional notation,numeration system,mathematical notation,notation
duodecimal number system,positional notation,numeration system,mathematical notation,notation
hexadecimal number system,positional notation,numeration system,mathematical notation,notation
lead sheet,sheet music,musical composition,music,auditory communication
piano music,sheet music,musical composition,music,auditory communication
company name,name,language unit,part,relation
domain name,name,language unit,part,relation
trade name,name,language unit,part,relation
swoop,glissando,tune,music,auditory communication
solfa syllable,syllable,language unit,part,relation
algebraic language,algorithmic language,programming language,artificial language,language
Sango,Niger-Congo,Niger-Kordofanian,natural language,language
Chemakuan,Mosan,Amerind,natural language,language
Salish,Mosan,Amerind,natural language,language
Shoshonean,Uto-Aztecan,Amerind,natural language,language
Cherokee,Iroquoian,Amerind,natural language,language
Aztecan,Uto-Aztecan,Amerind,natural language,language
Tatahumara,Uto-Aztecan,Amerind,natural language,language
Kulanapan,Hokan,Amerind,natural language,language
Quoratean,Hokan,Amerind,natural language,language
Shastan,Hokan,Amerind,natural language,language
Yuman,Hokan,Amerind,natural language,language
Yanan,Hokan,Amerind,natural language,language
Copehan,Penutian,Amerind,natural language,language
Mariposan,Penutian,Amerind,natural language,language
Moquelumnan,Penutian,Amerind,natural language,language
Pujunan,Penutian,Amerind,natural language,language
Chinookan,Penutian,Amerind,natural language,language
Kalapooian,Penutian,Amerind,natural language,language
Takilman,Penutian,Amerind,natural language,language
Chinese,Sinitic,Sino-Tibetan,natural language,language
Qiang,Tibeto-Burman,Sino-Tibetan,natural language,language
Bai,Tibeto-Burman,Sino-Tibetan,natural language,language
Himalayish,Tibeto-Burman,Sino-Tibetan,natural language,language
Kamarupan,Tibeto-Burman,Sino-Tibetan,natural language,language
Karen,Tibeto-Burman,Sino-Tibetan,natural language,language
Lolo-Burmese,Tibeto-Burman,Sino-Tibetan,natural language,language
Kachin,Tibeto-Burman,Sino-Tibetan,natural language,language
Kam-Sui,Kadai,Sino-Tibetan,natural language,language
Khmer,Mon-Khmer,Austro-Asiatic,natural language,language
African American Vernacular English,American English,English,West Germanic,Germanic
East Midland,Middle English,English,West Germanic,Germanic
West Midland,Middle English,English,West Germanic,Germanic
Northern,Middle English,English,West Germanic,Germanic
Southwestern,Middle English,English,West Germanic,Germanic
Anglian,Old English,English,West Germanic,Germanic
Kentish,Old English,English,West Germanic,Germanic
Lallans,Scottish,English,West Germanic,Germanic
Finno-Ugric,Uralic,Ural-Altaic,natural language,language
Lappic,Uralic,Ural-Altaic,natural language,language
Samoyedic,Uralic,Ural-Altaic,natural language,language
Akkadian,Semitic,Afroasiatic,natural language,language
Amharic,Semitic,Afroasiatic,natural language,language
Arabic,Semitic,Afroasiatic,natural language,language
Aramaic,Semitic,Afroasiatic,natural language,language
Canaanitic,Semitic,Afroasiatic,natural language,language
Gur,Niger-Congo,Niger-Kordofanian,natural language,language
West African,Niger-Congo,Niger-Kordofanian,natural language,language
Mande,Niger-Congo,Niger-Kordofanian,natural language,language
Kwa,Niger-Congo,Niger-Kordofanian,natural language,language
Nilotic,Chari-Nile,Nilo-Saharan,natural language,language
comic opera,opera,classical music,music genre,expressive style
grand opera,opera,classical music,music genre,expressive style
musical drama,opera,classical music,music genre,expressive style
gradual,antiphon,religious music,music genre,expressive style
religious song,song,musical composition,music,auditory communication
orchestration,musical arrangement,musical composition,music,auditory communication
concerto grosso,concerto,classical music,music genre,expressive style
piano sonata,sonata,classical music,music genre,expressive style
sonatina,sonata,classical music,music genre,expressive style
symphony,sonata,classical music,music genre,expressive style
anthem,song,musical composition,music,auditory communication
aria,song,musical composition,music,auditory communication
ballad,song,musical composition,music,auditory communication
barcarole,song,musical composition,music,auditory communication
ditty,song,musical composition,music,auditory communication
